Date,Value1,Value2
2013-08-17 13,30,53.0
2013-08-17 14,21,44.0
2013-08-17 15,40,46.0
2013-08-17 16,32,34.0
2013-08-17 17,20,40.0
2013-08-17 18,20,17.0
2013-08-17 19,16,32.0
2013-08-17 20,8,18.0
2013-08-17 21,7,9.0
2013-08-17 22,15,9.0
2013-08-17 23,4,3.0
2013-08-18 00,1,5.0
2013-08-18 01,1,4.0
2013-08-18 02,2,7.0
2013-08-18 03,2,7.0
2013-08-18 04,1,0.0
2013-08-18 05,0,0.0
2013-08-18 06,0,0.0
2013-08-18 07,1,1.0
2013-08-18 08,5,3.0
2013-08-18 09,5,6.0
2013-08-18 10,14,14.0
2013-08-18 11,13,9.0
2013-08-18 12,17,19.0
2013-08-18 13,10,22.0
2013-08-18 14,13,37.0
2013-08-18 15,16,33.0
2013-08-18 16,12,19.0
2013-08-18 17,24,19.0
2013-08-18 18,27,25.0
2013-08-18 19,25,16.0
2013-08-18 20,8,13.0
2013-08-18 21,4,12.0
2013-08-18 22,8,5.0
2013-08-18 23,7,7.0
2013-08-19 00,4,2.0
2013-08-19 01,0,2.0
2013-08-19 02,0,0.0
2013-08-19 03,0,0.0
2013-08-19 04,0,0.0
2013-08-19 05,1,1.0
2013-08-19 06,9,1.0
2013-08-19 07,13,5.0
2013-08-19 08,26,15.0
2013-08-19 09,11,27.0
2013-08-19 10,2,8.0
2013-08-19 11,12,16.0
2013-08-19 12,7,16.0
2013-08-19 13,11,30.0
2013-08-19 14,10,28.0
2013-08-19 15,15,15.0
2013-08-19 16,13,20.0
2013-08-19 17,40,41.0
2013-08-19 18,38,51.0
2013-08-19 19,25,21.0
2013-08-19 20,26,15.0
2013-08-19 21,27,9.0
2013-08-19 22,11,9.0
2013-08-19 23,1,5.0
2013-08-20 00,3,1.0
2013-08-20 01,2,1.0
2013-08-20 02,1,1.0
2013-08-20 03,0,0.0
2013-08-20 04,1,0.0
2013-08-20 05,1,3.0
2013-08-20 06,9,2.0
2013-08-20 07,13,6.0
2013-08-20 08,22,16.0
2013-08-20 09,23,19.0
2013-08-20 10,13,6.0
2013-08-20 11,15,16.0
2013-08-20 12,12,25.0
2013-08-20 13,17,14.0
2013-08-20 14,12,20.0
2013-08-20 15,15,17.0
2013-08-20 16,18,25.0
2013-08-20 17,30,27.0
2013-08-20 18,39,41.0
2013-08-20 19,31,47.0
2013-08-20 20,26,26.0
2013-08-20 21,18,11.0
2013-08-20 22,9,7.0
2013-08-20 23,7,7.0
2013-08-21 00,3,4.0
2013-08-21 01,1,1.0
2013-08-21 02,0,0.0
2013-08-21 03,0,0.0
2013-08-21 04,0,0.0
2013-08-21 05,1,0.0
2013-08-21 06,5,5.0
2013-08-21 07,13,12.0
2013-08-21 08,31,27.0
2013-08-21 09,22,29.0
2013-08-21 10,9,12.0
2013-08-21 11,11,11.0
2013-08-21 12,13,24.0
2013-08-21 13,17,23.0
2013-08-21 14,17,26.0
2013-08-21 15,20,23.0
2013-08-21 16,20,30.0
2013-08-21 17,30,36.0
2013-08-21 18,42,33.0
2013-08-21 19,36,20.0
2013-08-21 20,35,15.0
2013-08-21 21,27,11.0
2013-08-21 22,21,8.0
2013-08-21 23,7,4.0
2013-08-22 00,5,3.0
2013-08-22 01,0,1.0
2013-08-22 02,2,3.0
2013-08-22 03,0,0.0
2013-08-22 04,0,0.0
2013-08-22 05,2,1.0
2013-08-22 06,3,2.0
2013-08-22 07,8,6.0
2013-08-22 08,23,17.0
2013-08-22 09,8,3.0
2013-08-22 10,4,7.0
2013-08-22 11,8,8.0
2013-08-22 12,16,10.0
2013-08-22 13,5,6.0
2013-08-22 14,3,3.0
2013-08-22 15,7,2.0
2013-08-22 16,11,9.0
2013-08-22 17,35,38.0
2013-08-22 18,41,37.0
2013-08-22 19,33,22.0
2013-08-22 20,24,23.0
2013-08-22 21,21,10.0
2013-08-22 22,16,7.0
2013-08-22 23,10,4.0
2013-08-23 00,5,4.0
2013-08-23 01,1,1.0
2013-08-23 02,1,0.0
2013-08-23 03,0,0.0
2013-08-23 04,0,1.0
2013-08-23 05,3,1.0
2013-08-23 06,4,3.0
2013-08-23 07,12,7.0
2013-08-23 08,21,9.0
2013-08-23 09,21,9.0
2013-08-23 10,11,8.0
2013-08-23 11,15,9.0
2013-08-23 12,11,21.0
2013-08-23 13,22,22.0
2013-08-23 14,23,16.0
2013-08-23 15,25,29.0
2013-08-23 16,36,30.0
2013-08-23 17,42,46.0
2013-08-23 18,39,43.0
2013-08-23 19,41,21.0
2013-08-23 20,24,8.0
2013-08-23 21,16,7.0
2013-08-23 22,13,1.0
2013-08-23 23,7,2.0
2013-08-24 00,7,6.0
2013-08-24 01,3,3.0
2013-08-24 02,0,0.0
2013-08-24 03,2,1.0
2013-08-24 04,0,1.0
2013-08-24 05,1,1.0
2013-08-24 06,1,2.0
2013-08-24 07,6,1.0
2013-08-24 08,6,7.0
2013-08-24 09,11,9.0
2013-08-24 10,18,22.0
2013-08-24 11,27,29.0
2013-08-24 12,28,47.0
2013-08-24 13,22,45.0
2013-08-24 14,20,21.0
2013-08-24 15,42,29.0
2013-08-24 16,42,33.0
2013-08-24 17,34,29.0
2013-08-24 18,37,23.0
2013-08-24 19,21,20.0
2013-08-24 20,17,3.0
2013-08-24 21,12,6.0
2013-08-24 22,4,3.0
2013-08-24 23,6,7.0
2013-08-25 00,2,3.0
2013-08-25 01,4,3.0
2013-08-25 02,7,1.0
2013-08-25 03,1,2.0
2013-08-25 04,1,0.0
2013-08-25 05,0,0.0
2013-08-25 06,1,0.0
2013-08-25 07,1,1.0
2013-08-25 08,8,1.0
2013-08-25 09,14,5.0
2013-08-25 10,13,5.0
2013-08-25 11,14,17.0
2013-08-25 12,24,21.0
2013-08-25 13,30,22.0
2013-08-25 14,29,23.0
2013-08-25 15,29,36.0
2013-08-25 16,28,26.0
2013-08-25 17,34,27.0
2013-08-25 18,19,28.0
2013-08-25 19,31,14.0
2013-08-25 20,18,26.0
2013-08-25 21,12,11.0
2013-08-25 22,8,9.0
2013-08-25 23,4,2.0
2013-08-26 00,3,3.0
2013-08-26 01,1,3.0
2013-08-26 02,0,0.0
2013-08-26 03,0,0.0
2013-08-26 04,0,0.0
2013-08-26 05,2,1.0
2013-08-26 06,4,2.0
2013-08-26 07,9,6.0
2013-08-26 08,14,11.0
2013-08-26 09,23,15.0
2013-08-26 10,13,10.0
2013-08-26 11,11,10.0
2013-08-26 12,17,16.0
2013-08-26 13,18,18.0
2013-08-26 14,16,16.0
2013-08-26 15,14,16.0
2013-08-26 16,29,17.0
2013-08-26 17,37,39.0
2013-08-26 18,55,36.0
2013-08-26 19,36,21.0
2013-08-26 20,27,6.0
2013-08-26 21,13,13.0
2013-08-26 22,11,4.0
2013-08-26 23,4,3.0
2013-08-27 00,1,2.0
2013-08-27 01,2,2.0
2013-08-27 02,0,0.0
2013-08-27 03,0,2.0
2013-08-27 04,0,1.0
2013-08-27 05,1,1.0
2013-08-27 06,5,3.0
2013-08-27 07,12,7.0
2013-08-27 08,30,6.0
2013-08-27 09,17,11.0
2013-08-27 10,11,17.0
2013-08-27 11,11,11.0
2013-08-27 12,12,12.0
2013-08-27 13,15,12.0
2013-08-27 14,27,8.0
2013-08-27 15,19,14.0
2013-08-27 16,30,38.0
2013-08-27 17,33,42.0
2013-08-27 18,42,49.0
2013-08-27 19,43,20.0
2013-08-27 20,28,17.0
2013-08-27 21,19,18.0
2013-08-27 22,13,4.0
2013-08-27 23,1,2.0
2013-08-28 00,2,3.0
2013-08-28 01,1,0.0
2013-08-28 02,1,1.0
2013-08-28 03,0,0.0
2013-08-28 04,1,0.0
2013-08-28 05,2,0.0
2013-08-28 06,5,2.0
2013-08-28 07,16,11.0
2013-08-28 08,28,19.0
2013-08-28 09,23,24.0
2013-08-28 10,7,18.0
2013-08-28 11,7,18.0
2013-08-28 12,8,13.0
2013-08-28 13,9,9.0
2013-08-28 14,6,14.0
2013-08-28 15,7,9.0
2013-08-28 16,9,14.0
2013-08-28 17,37,31.0
2013-08-28 18,26,56.0
2013-08-28 19,29,25.0
2013-08-28 20,22,21.0
2013-08-28 21,12,16.0
2013-08-28 22,11,5.0
2013-08-28 23,6,3.0
2013-08-29 00,1,0.0
2013-08-29 01,2,0.0
2013-08-29 02,0,0.0
2013-08-29 03,1,1.0
2013-08-29 04,0,0.0
2013-08-29 05,3,0.0
2013-08-29 06,7,2.0
2013-08-29 07,8,4.0
2013-08-29 08,16,9.0
2013-08-29 09,14,14.0
2013-08-29 10,9,10.0
2013-08-29 11,15,12.0
2013-08-29 12,17,15.0
2013-08-29 13,13,17.0
2013-08-29 14,18,11.0
2013-08-29 15,20,18.0
2013-08-29 16,32,24.0
2013-08-29 17,27,41.0
2013-08-29 18,50,54.0
2013-08-29 19,40,22.0
2013-08-29 20,31,19.0
2013-08-29 21,21,18.0
2013-08-29 22,9,7.0
2013-08-29 23,4,3.0
2013-08-30 00,5,2.0
2013-08-30 01,2,0.0
2013-08-30 02,1,2.0
2013-08-30 03,0,0.0
2013-08-30 04,0,0.0
2013-08-30 05,2,0.0
2013-08-30 06,5,2.0
2013-08-30 07,5,6.0
2013-08-30 08,17,12.0
2013-08-30 09,19,18.0
2013-08-30 10,10,7.0
2013-08-30 11,8,11.0
2013-08-30 12,22,15.0
2013-08-30 13,21,26.0
2013-08-30 14,22,28.0
2013-08-30 15,24,35.0
2013-08-30 16,47,45.0
2013-08-30 17,36,34.0
2013-08-30 18,22,25.0
2013-08-30 19,20,21.0
2013-08-30 20,2,10.0
2013-08-30 21,16,19.0
2013-08-30 22,8,4.0
2013-08-30 23,12,5.0
2013-08-31 00,3,4.0
2013-08-31 01,1,2.0
2013-08-31 02,1,2.0
2013-08-31 03,1,2.0
2013-08-31 04,1,1.0
2013-08-31 05,0,0.0
2013-08-31 06,0,0.0
2013-08-31 07,2,1.0
2013-08-31 08,6,1.0
2013-08-31 09,4,10.0
2013-08-31 10,14,19.0
2013-08-31 11,12,18.0
2013-08-31 12,14,24.0
2013-08-31 13,23,30.0
2013-08-31 14,22,24.0
2013-08-31 15,19,34.0
2013-08-31 16,26,23.0
2013-08-31 17,18,26.0
2013-08-31 18,23,17.0
2013-08-31 19,19,18.0
2013-08-31 20,12,10.0
2013-08-31 21,7,6.0
2013-08-31 22,4,5.0
2013-08-31 23,2,5.0
